bench;ind;r0;r1;r2;r3;r4;r5;r6;r7;r8;r9;sl;fp;ip;sp;lr;totalInstructions;memoryRead;memoryWrite;memoryAccess;text;data;bss;stack;rf_sdc;rf_hang;size;cycles;ft_overall;sdc_overall;hang_overall
tarai;96f3a6fa63e08413020db22655264bfe09b229b6;191;128;316;290;357;330;233;433;168;284;515;467;150;674;480;688;97;147;244;13096;2392;280;1025;2.0;17.875;148404;408;84.45454545449999;1.45454545455;14.0909090909
tarai;96ff1d93ccbfefa381ec3ad4b27848201dd78767;228;206;275;231;480;391;253;470;215;284;657;621;151;686;532;700;74;116;190;10344;2392;280;1025;1.2875;21.3875;145150;420;82.3090909091;1.05454545455;16.636363636400002
tarai;97292751d5e78175e8d1044fd050a263eb4ef000;226;184;284;236;454;412;274;564;215;284;669;633;150;698;540;712;75;117;192;10344;2392;280;1025;1.5;21.375;145150;432;82.4090909091;1.09090909091;16.5
tarai;978a522190109299857b21bb7ed8dcc3b5bc29e3;124;101;227;239;325;286;151;377;91;288;413;388;168;623;388;637;102;145;247;2337128;2392;280;1025;0.6875;15.3125;2472436;357;87.27272727270001;0.5;12.2272727273
tarai;97a09bbe4550af8f4e23285672190fc337121bf8;232;172;305;342;435;381;211;524;126;284;556;520;146;711;528;725;91;169;260;20732;2392;280;1025;0.5;19.9375;201502;445;83.95454545449999;0.5;15.5454545455
tarai;97d2760742bf69deeee3e9b59b360089438b7b43;180;145;285;281;363;333;187;473;171;284;507;471;146;665;477;679;94;153;247;18216;2392;280;1025;0.8125;18.8125;153524;399;84.8181818182;0.6818181818179999;14.5
tarai;982ace0813ec6e9169aa1ac51458b461429b7027;182;120;301;291;351;315;230;429;176;284;514;465;146;672;484;686;96;146;242;20668;2392;280;1025;1.1875;17.4375;201448;406;85.45454545449999;0.863636363636;13.6818181818
tarai;986fb1b4d902d71492b3af9f6d04d7b17e64f7fe;219;195;300;282;415;368;222;505;120;284;538;502;150;685;507;699;90;170;260;13032;2392;280;1025;1.15;19.737500000000004;148340;419;83.66363636359999;0.945454545455;15.3909090909
tarai;987e9715bdc0547d3e72e456b83fb20e5bf59f8e;402;404;268;237;721;644;506;723;410;284;891;855;149;920;777;934;74;116;190;18044;2392;280;1025;1.8875;25.775;210055;654;78.7545454545;1.48181818182;19.7636363636
tarai;9881988a8b04c3c8d296c5b898b1371b83923214;214;171;321;234;483;458;280;524;206;284;706;670;146;735;532;749;74;116;190;17980;2392;280;1025;1.375;19.75;198790;469;83.3181818182;1.09090909091;15.5909090909
