bench;ind;r0;r1;r2;r3;r4;r5;r6;r7;r8;r9;sl;fp;ip;sp;lr;totalInstructions;memoryRead;memoryWrite;memoryAccess;text;data;bss;stack;rf_sdc;rf_hang;size;cycles;ft_overall;sdc_overall;hang_overall
bubblesort;db8e94fd46ea7a86f08499d332270b5c8c11550f;10762;15854;51723;51908;52640;52050;52479;52876;61;455;52892;52869;51967;52934;1973;52948;10502;443;10945;17916;2392;668;1025;12.5;11.875;199898;52497;78.6818181818;11.6818181818;9.63636363636
bubblesort;ddae2142aeaeacae30b3dee333c929a2f3c80699;37326;25403;6037;25849;37709;38132;37654;38048;37789;38126;38061;37983;37221;38631;35709;38645;7336;6710;14046;307708;2392;668;1025;77.3125;9.875;489698;38194;35.5;56.6818181818;7.818181818180001
bubblesort;e03f4b3165380b57df371eec82fe116a4827e415;10662;61271;62147;61910;1339;62736;62608;62816;63053;62812;63052;63032;5981;63097;63033;63111;10565;646;11211;11368;2392;668;1025;10.0;11.1875;148843;62660;80.6818181818;9.86363636364;9.45454545455
bubblesort;e2bba127d3628409079b85a6c1358e94d2a39fc0;15472;50007;49456;44156;26743;8830;50660;51040;130;524;51068;51031;1564;51231;6923;51245;10448;688;11136;11496;2392;668;1025;8.8125;10.875;147490;50794;81.6363636364;9.22727272727;9.13636363636
bubblesort;e355fbd8f8f53b4c65d82b026808241454a856e7;1670;47480;45912;47064;11415;8895;47541;47930;162;600;47927;47967;10382;48181;14177;48195;8975;685;9660;10920;2392;668;1025;7.3125;11.6875;146914;47744;82.0909090909;8.04545454545;9.86363636364
bubblesort;e3fe43289d6e5205746c483f37c9f61442b9893d;37752;64037;61801;64378;17344;14291;4487;64512;61;455;64541;64505;2058;64570;42772;64584;10547;782;11329;11048;2392;668;1025;15.375;11.125;147546;64133;76.8181818182;14.0909090909;9.09090909091
bubblesort;e58dc615556c433eff28b2837b2ca023a5a5840e;10960;15722;56404;56262;57485;57295;57176;57363;57600;57359;57599;57579;57386;57644;1940;57658;10563;448;11011;11368;2392;668;1025;3.9375;12.0625;148843;57207;84.72727272729999;5.409090909090001;9.86363636364
bubblesort;e6b5ab62920f78f17be90604cf5b7440f4199540;1382;56620;56103;56758;57086;56993;57378;57565;57802;57561;57801;57781;11732;57846;11733;57860;5514;645;6159;11368;2392;668;1025;4.875;12.0625;148341;57409;83.8181818182;6.181818181819999;10.0
bubblesort;e8953cad0c7a22fb37090df0b7144883e1796971;10564;15722;57098;56860;57878;56970;57581;57768;58005;57764;58004;57984;57084;58049;2039;58063;10564;447;11011;11368;2392;668;1025;10.9375;11.625;148341;57612;80.0909090909;10.3636363636;9.54545454545
bubblesort;e9d34ba857442668e581d6b948cb60e1ed586ded;28118;52341;47807;53981;53632;53232;11162;9544;4574;571;54046;53997;50419;54171;2035;54185;10248;881;11129;11560;2392;668;1025;21.5;11.625;147554;53734;72.54545454550001;18.1363636364;9.31818181818
bubblesort;ea2d275943a5be99e5116146a03a7a284400bbcb;11555;16108;56205;57042;57898;57159;57566;57963;61;455;57992;57956;56559;58021;2316;58035;10546;489;11035;10280;2392;668;1025;3.9375;12.4375;146274;57584;84.22727272729999;5.590909090909999;10.1818181818
bubblesort;eb1202216753b8e8b1e2ad1452f503e96756d6c8;10564;15722;56797;56260;57485;57294;57175;57362;57599;57358;57598;57578;57386;57643;1940;57657;10564;448;11012;11304;2392;668;1025;5.0;12.1875;148781;57206;83.6818181818;6.1363636363600005;10.1818181818
bubblesort;ebee0dd92fbddcc1a7e4dbcea9064d7ca448eba5;11058;15707;57103;57243;58002;57260;57667;58064;61;455;58093;58057;56661;58122;2316;58136;10548;489;11037;10280;2392;668;1025;4.9375;12.1875;146274;57685;83.45454545449999;6.6363636363600005;9.90909090909
bubblesort;ee9ba278af7c758b77f1af36398a7724070cf189;10793;15958;56443;56128;57220;57339;57043;57463;506;901;57477;57415;56643;57547;1708;57561;10436;477;10913;19708;2392;668;1025;11.875;11.25;201698;57110;79.04545454550001;11.6363636364;9.31818181818
bubblesort;f4a126bf86d414cc2332f0d2b188ae0b9e04f543;12298;62656;31641;43218;2522;63573;63277;63699;61;445;63728;63692;6872;63757;62125;63771;10474;702;11176;18684;2392;672;1025;19.5625;17.6875;227285;63274;69.04545454550001;17.136363636400002;13.8181818182
bubblesort;f61d7ebab2e6cbba35c2b9d658262548e80789c8;10959;21747;62156;62697;2464;62500;63001;63419;61;455;63448;63412;1507;63477;63400;63491;10449;687;11136;10344;2392;668;1025;19.0;11.0;146840;63040;73.8181818182;16.8181818182;9.36363636364
bubblesort;f62e7950667620fd69a79bd09a564a87a0ec4111;12169;56615;58010;57746;2957;58748;58456;58873;61;455;58902;58866;7462;58931;57959;58945;10549;688;11237;10344;2392;668;1025;12.3125;10.9375;146840;58494;79.04545454550001;11.6363636364;9.31818181818
bubblesort;f63dc91e5e09066ce3a5b016f12bd733fe3e2ae1;10564;15656;56772;56360;57399;56818;57225;57622;61;455;57638;57615;56717;57680;1975;57694;10502;443;10945;17916;2392;668;1025;4.125;12.1875;199618;57243;83.9090909091;5.818181818180001;10.2727272727
bubblesort;f6767f06be8f714361ffb43c6bc3ae32eaf9433b;10860;56354;57074;56757;1960;57206;57610;58027;61;455;58043;58020;6118;58085;57312;58099;10502;641;11143;17916;2392;668;1025;12.5625;10.75;199906;57648;79.3636363636;11.7272727273;8.909090909089999
bubblesort;f935afcd96f0e5c7059636cc3ed8c6360128ec0d;62251;61061;52351;22890;62331;2727;62196;63494;61;455;63545;63509;6557;63574;12504;63588;10447;687;11134;10344;2392;668;1025;19.5625;12.0625;146338;63137;73.5;16.7272727273;9.77272727273
bubblesort;fa3d8b62f9ab859119d78476b7398b68f1613a9e;62255;61040;46731;27664;62039;2042;62797;63221;62032;514;63268;63386;11790;620;6555;63473;10374;701;11075;19516;2392;672;1025;18.9375;17.625;228153;62976;69.6363636364;16.8181818182;13.5454545455
bubblesort;fbf3c066e139c8abe2e52bb0846eadb1ea6717a1;1131;48659;48590;43982;8614;9975;44040;49449;9755;49464;49704;49684;13548;49749;49673;49763;10104;625;10729;11880;2392;668;1025;14.3125;11.6875;149355;49312;76.95454545449999;13.4090909091;9.63636363636
bubblesort;fceb414e25815fd338f1d83ab57642b938524252;1874;61649;61656;62193;62546;62608;62917;63314;61;455;63343;63307;16855;63372;7249;63386;10548;687;11235;10280;2392;668;1025;5.25;12.1875;146274;62935;83.4090909091;6.681818181819999;9.90909090909
bubblesort;fd1f1926b2e75506f5034cd43238ae4f496ef396;10564;15722;56499;56757;57586;56689;57277;57464;57701;57460;57700;57680;56783;57745;2040;57759;10564;447;11011;11368;2392;668;1025;4.0;12.375;148341;57308;84.45454545449999;5.545454545449999;10.0
bubblesort;fd5cb226588bfd0ec23c1b60950d5cd68d8c6d44;921;47071;47196;47411;48221;48352;12975;14119;9690;48442;48682;48662;16039;48727;48229;48741;6108;623;6731;11816;2392;668;1025;13.125;11.125;148789;48290;78.9090909091;11.9545454545;9.13636363636
bubblesort;fddbc5d11f12f88835c27bdcc0ae11f39d195856;11492;62063;31435;43315;2626;63678;62463;63801;61;445;63830;63794;6972;63859;62723;63873;10474;701;11175;18748;2392;672;1025;20.9375;18.25;227341;63376;67.3636363636;18.1818181818;14.4545454545
bubblesort;fdf72afe9c02948a61a22b3ea23aeb9842d8361c;11094;15542;56110;56845;57434;56695;57102;57499;99;493;57529;57486;56597;57721;1852;57735;10447;489;10936;11048;2392;668;1025;4.25;12.0;147044;57284;84.6363636364;5.818181818180001;9.54545454545
bubblesort;fe163e431af8e6be75e6407c66146ac4cbf2bf2a;62142;15355;61613;31304;62005;63050;1568;63164;61;455;63180;63142;61067;732;62443;63236;5453;10146;15599;17980;2392;668;1025;22.375;12.0;199728;62785;71.5909090909;19.1818181818;9.22727272727
bubblesort;fe3bd4b0227da31a60db7f6a273621ab9161f320;893;47471;46651;46899;14209;47890;47590;47987;61;455;48003;47980;10980;48045;12899;48059;8916;614;9530;18300;2392;668;1025;7.0625;12.1875;200274;47608;81.77272727270001;8.45454545455;9.77272727273
bubblesort;fff05787478accf83aac393e291530c0e5e729df;1571;61749;63059;62598;1447;63118;62818;63215;61;455;63244;63208;21807;63273;12110;63287;10450;688;11138;10344;2392;668;1025;13.5625;11.5625;146842;62836;77.6818181818;12.6818181818;9.63636363636
