bench;ind;r0;r1;r2;r3;r4;r5;r6;r7;r8;r9;sl;fp;ip;sp;lr;totalInstructions;memoryRead;memoryWrite;memoryAccess;text;data;bss;stack;rf_sdc;rf_hang;size;cycles;ft_overall;sdc_overall;hang_overall
mmultvector;faccbf7a6b00424f09285d2e97dd3683249506fc;181;224;426;475;801;760;628;857;61;287;886;839;213;403;859;929;322;147;469;18044;2392;284;1025;7.625;16.0625;198652;646;81.6818181818;5.72727272727;12.5909090909
mmultvector;fb22cea9492ffa3298cc63964d366f506fa2d68a;78;64;209;233;268;265;133;362;61;287;391;355;159;420;364;434;49;95;144;10216;2392;284;1025;2.125;14.75;145122;151;86.8181818182;1.59090909091;11.5909090909
mmultvector;fba77f9218b8560b709a37cd3cc749a32c4a4d83;83;126;272;271;268;332;200;429;61;287;458;422;198;487;426;501;74;103;177;10344;2392;284;1025;5.1875;18.0;145252;218;82.0909090909;3.86363636364;14.0454545455
mmultvector;fbd29359cff704a03d6d6afe72906aa937780b74;113;95;300;273;377;344;201;449;61;277;478;442;158;507;374;521;76;113;189;18620;2392;288;1025;1.8125;17.0;226405;192;85.3636363636;1.5;13.1363636364
mmultvector;fc7b636252dbf6bfbab97ba0a19eb4a702339337;76;64;208;233;268;264;132;361;61;287;390;354;160;419;363;433;49;95;144;17852;2392;284;1025;2.0;15.1875;198448;150;86.13636363639999;1.5;12.3636363636
mmultvector;fd07d2d7c77f295eda5afb520d23aeadac9dba96;83;62;193;237;301;265;116;366;61;287;395;359;154;424;347;438;50;98;148;10940;2392;284;1025;2.375;14.375;172678;155;86.6818181818;1.81818181818;11.5
mmultvector;fd1b0bc1209e96b3547336744657a1159823b4c4;75;77;208;246;268;265;133;362;61;287;391;355;154;420;364;434;49;99;148;10216;2392;284;1025;2.5;15.6875;145626;151;85.77272727270001;1.86363636364;12.3636363636
mmultvector;ff504d5129d1a1e1f71b2b57fa4d6348a0dde863;77;62;208;231;268;264;132;361;61;287;390;354;160;419;363;433;49;95;144;10280;2392;284;1025;1.4375;15.4375;145186;150;86.63636363639999;1.09090909091;12.2727272727
mmultvector;ff6638ce51aa0a9ecc40a4ab092eec01f7c30fbd;75;62;208;231;268;264;132;361;61;287;390;354;160;419;363;433;49;95;144;10280;2392;284;1025;1.4375;15.1875;145188;150;86.9090909091;1.09090909091;12.0
mmultvector;ffaa759cfcaaa229625eb145fcc1b78f4368a194;83;68;203;247;268;265;133;362;61;287;391;355;155;420;364;434;49;97;146;10280;2392;284;1025;2.3125;15.0;145688;151;86.4545454545;1.77272727273;11.7727272727
